eurekasevenblurayultimateedition,https://alltheanime.com/products/eureka-seven-blu-ray-ultimate-edition,Anime Limited,Eureka Seven - Blu-ray Ultimate Edition,1,Blu-ray,,ANI0153,B,,2017-11-20,JP,TV
eurekasevenhievolution1,https://alltheanime.com/products/eureka-seven-hi-evolution-1-dvd,Anime Limited,Eureka Seven: Hi-Evolution 1 - DVD,1,DVD,,ANI0346,2,,0001-01-01,JP,TV
eurekasevenhievolution1bluraydvd,https://alltheanime.com/products/eureka-seven-hi-evolution-1-blu-ray-dvd-collectors,Anime Limited,Eureka Seven: Hi-Evolution 1 - Blu-ray/DVD Collector's Edition,1,Blu-ray,,ANI0345,B,LE,2018-09-10,JP,TV
eurekasevenhievolutionanemone,https://alltheanime.com/products/eureka-seven-hi-evolution-anemone-blu-ray,Anime Limited,Eureka Seven Hi-Evolution: Anemone - Blu-ray,1,Blu-ray,,ANI0650,B,,2021-10-18,JP,TV
eurekasevenhievolutionanemone,https://alltheanime.com/products/eureka-seven-hi-evolution-anemone-dvd,Anime Limited,Eureka Seven Hi-Evolution: Anemone - Blu-ray,1,DVD,,ANI0576,2,,2021-10-18,JP,TV
eurekasevenhievolutionanemonebluraydvd,https://alltheanime.com/products/eureka-seven-hi-evolution-anemone-blu-ray-dvd-collectors,Anime Limited,Eureka Seven Hi-Evolution: Anemone - Blu-ray/DVD Collector's Edition,1,Blu-ray,,ANI0575,B,LE,2021-07-05,JP,TV
eurekasevenhievolutioneureka,https://alltheanime.com/products/eureka-seven-hi-evolution-eureka-blu-ray,Anime Limited,Eureka Seven Hi-Evolution: Eureka - Blu-ray,1,Blu-ray,,ANI0842,B,,2025-09-08,JP,TV
eurekasevenhievolutioneurekacollectorsedition,https://alltheanime.com/products/eureka-seven-hi-evolution-eureka-collectors-edition,Anime Limited,Eureka Seven Hi-Evolution: Eureka - Collector's Edition Blu-ray,1,Blu-ray,,ANI0836,B,LE,2025-09-08,JP,TV
eurekasevenpart1,https://alltheanime.com/products/eureka-7-part1-blu-ray,Anime Limited,Eureka Seven: Part 1 - Blu-ray,1,Blu-ray,,ANI0293,B,,0001-01-01,JP,TV
eurekasevenpart2,https://alltheanime.com/products/eureka-7-part2-blu-ray,Anime Limited,Eureka Seven: Part 2 - Blu-ray,1,Blu-ray,,ANI0294,B,,2017-12-11,JP,TV
evangelion30111thriceuponatime,https://alltheanime.com/products/evangelion-3-0-blu-ray,Anime Limited,EVANGELION:3.0+1.11 THRICE UPON A TIME - Blu-ray,1,Blu-ray,,ANI0758,B,,2023-11-20,JP,TV
evangelion30111thriceuponatime,https://alltheanime.com/products/evangelion-3-0-dvd,Anime Limited,EVANGELION:3.0+1.11 THRICE UPON A TIME - Blu-ray,1,DVD,,ANI0759,2,,2023-11-20,JP,TV
evangelion30111thriceuponatime4kuhd,https://alltheanime.com/products/evangelion-thrice-upon-a-time-4k-uhd-blu-ray,Anime Limited,EVANGELION:3.0+1.11 THRICE UPON A TIME - 4K UHD Blu-ray,1,4K UHD,,ANI1127,B,,2025-05-26,JP,TV
evangelion30111thriceuponatimebluray4kuhd,https://alltheanime.com/products/evangelion-3-0-deluxe-edition,Anime Limited,EVANGELION:3.0+1.11 THRICE UPON A TIME - Blu-ray + 4K UHD Deluxe Edition,1,4K UHD,,ANI0757,B,LE,2023-11-20,JP,TV
evangelion30111thriceuponatimebluraydvd,https://alltheanime.com/products/evangelion-3-0-steelbook,Anime Limited,EVANGELION:3.0+1.11 THRICE UPON A TIME - Blu-ray + DVD Steelbook,1,Blu-ray,,ANI0923,B,SteelBook,2023-11-20,JP,TV
evangelion333youcannotredo,https://alltheanime.com/products/evangelion-3-33-you-can-not-redo-blu-ray,Crunchyroll,Evangelion 3.33: You Can (Not) Redo - Blu-ray,1,Blu-ray,,MANB3510,B,,2016-02-29,JP,TV
exarm,https://alltheanime.com/products/ex-arm-blu-ray,Anime Limited,EX-ARM - Blu-ray,1,Blu-ray,,ANI1119,A/B,,2025-06-16,JP,TV
exarmcollectorsedition,https://alltheanime.com/products/ex-arm-collectors-edition,Anime Limited,EX-ARM - Collector's Edition Blu-ray,1,Blu-ray,,ANI1118,A/B,LE,2025-06-16,JP,TV
fairytail100yearsquestthecompleteseasonlimitededitionbluray,https://alltheanime.com/products/fairy-tail-100-years-quest-steelbook,Crunchyroll,FAIRY TAIL: 100 Years Quest The Complete Season  - Limited Edition Blu-ray Steelbook,1,Blu-ray,,UKCR0272,A/B,SteelBook,2025-12-08,JP,TV
fairytailcollection1,https://alltheanime.com/products/fairy-tail-collection-1-blu-ray,Crunchyroll,Fairy Tail Collection 1 - Blu-ray,1,Blu-ray,,MANB3524,B,,2014-03-10,JP,TV
fairytailcollection4,https://alltheanime.com/products/fairy-tail-collection-4-blu-ray,Crunchyroll,Fairy Tail Collection 4 - Blu-ray,1,Blu-ray,,MANB9545,B,,2020-08-24,JP,TV
fairytailcollection5,https://alltheanime.com/products/fairy-tail-collection-5-blu-ray,Crunchyroll,Fairy Tail Collection 5 - Blu-ray,1,Blu-ray,,MANB9546,B,,2020-08-31,JP,TV
fairytailcollection6,https://alltheanime.com/products/fairy-tail-collection-6-blu-ray,Crunchyroll,Fairy Tail Collection 6 - Blu-ray,1,Blu-ray,,MANB9547,B,,2020-10-05,JP,TV
fairytailcollection7,https://alltheanime.com/products/fairy-tail-collection-7-blu-ray,Crunchyroll,Fairy Tail Collection 7 - Blu-ray,1,Blu-ray,,MANB9548,B,,2020-12-21,JP,TV
fairytailcollection8,https://alltheanime.com/products/fairy-tail-collection-8-blu-ray,Crunchyroll,Fairy Tail Collection 8 - Blu-ray,1,Blu-ray,,MANB9549,B,,2020-12-21,JP,TV
fairytailcollection9,https://alltheanime.com/products/fairy-tail-collection-9-blu-ray,Crunchyroll,Fairy Tail Collection 9 - Blu-ray,1,Blu-ray,,MANB9567,B,,2021-01-25,JP,TV
fairytailthefinalseasonpart23,https://alltheanime.com/products/fairy-tail-the-final-season-part-23-blu-ray,Crunchyroll,Fairy Tail: The Final Season - Part 23 - Blu-ray,1,Blu-ray,,MANB9580,B,,2020-12-07,JP,TV
fairytailthefinalseasonpart24,https://alltheanime.com/products/fairy-tail-the-final-season-part-24-blu-ray,Crunchyroll,Fairy Tail: The Final Season - Part 24 - Blu-ray,1,Blu-ray,,MANB9581,B,,2021-01-11,JP,TV
fairytailthefinalseasonpart25,https://alltheanime.com/products/fairy-tail-the-final-season-part-25-blu-ray,Crunchyroll,Fairy Tail: The Final Season - Part 25 - Blu-ray,1,Blu-ray,,MANB9582,B,,2021-01-11,JP,TV
fairytailthefinalseasonpart26,https://alltheanime.com/products/fairy-tail-the-final-season-part-26-blu-ray,Crunchyroll,Fairy Tail: The Final Season - Part 26 - Blu-ray,1,Blu-ray,,MANB9583,B,,2021-01-11,JP,TV
farminglifeinanotherworldcompletecollection,https://www.sentaifilmworks.com/products/816726023267-farming-life-in-another-world-complete-collection-blu-ray,Sentai Filmworks,Farming Life in Another World Complete Collection,1,Blu-ray,816726023267,SFBFAW100,A,,2023-12-19,JP,TV
farminglifeinanotherworldseason1limitededition,https://www.sentaifilmworks.com/products/816726026473-farming-life-in-another-world-limited-edition-steelbook-blu-ray,Sentai Filmworks,Farming Life in Another World (Season 1) Limited Edition SteelBook,1,Blu-ray,816726026473,SFSFAW100,A,SteelBook,2026-04-07,JP,TV
fatalfurythemotionpicture,https://mediaocd.com/product/fatal-fury-the-movie-steelbook-blu-ray/,Discotek,Fatal Fury: The Motion Picture,1,Blu-ray,,SB4,A,SteelBook,0001-01-01,JP,TV
fatalfurytheovacollection,https://mediaocd.com/product/fatal-fury-the-ova-collection-blu-ray/,Discotek,Fatal Fury: The OVA Collection,1,Blu-ray,,ES464,,,0001-01-01,JP,OVA
fateapocryphacompletecollection,https://alltheanime.com/products/fate-apocrypha-complete-collection-blu-ray,MVM,Fate/Apocrypha Complete Collection - Blu-ray,1,Blu-ray,,MBR7289,B,,2024-05-13,JP,TV
fateapocryphapart1,https://alltheanime.com/products/fate-apocrypha-part-1-blu-ray,MVM,Fate/Apocrypha Part 1 - Blu-ray,1,Blu-ray,,MBR2393,B,,2019-09-30,JP,TV
fateapocryphapart2,https://alltheanime.com/products/fate-apocrypha-part-2-blu-ray,MVM,Fate/Apocrypha Part 2 - Blu-ray,1,Blu-ray,,MBR2394,B,,2019-11-04,JP,TV
fategrandcarnival,https://alltheanime.com/products/fate-grand-carnival-blu-ray,MVM,Fate/Grand Carnival - Blu-ray,1,Blu-ray,,MBR7306,B,,2026-04-06,JP,TV
fategrandcarnivalcollectorsedition,https://alltheanime.com/products/fate-grand-carnival-collectors-edition,MVM,Fate/Grand Carnival - Collector's Edition Blu-ray,1,Blu-ray,,MBC7306,B,LE,2025-10-06,JP,TV
fategrandorderabsolutedemonicfrontbabyloniapart1collectorsedition,https://alltheanime.com/products/fate-grand-order-absolute-demonic-front-babylonia-part-1-collectors-edition,MVM,Fate/Grand Order Absolute Demonic Front: Babylonia Part 1 - Collector's Edition Blu-ray,1,Blu-ray,,MBC7325,B,LE,2026-08-24,JP,TV
fategrandorderabsolutedemonicfrontbabyloniapart2collectorsedition,https://alltheanime.com/products/fate-grand-order-absolute-demonic-front-babylonia-part-2-collectors-edition-blu-ray,MVM,Fate/Grand Order Absolute Demonic Front: Babylonia Part 2 - Collector's Edition Blu-ray,1,Blu-ray,,MBC7326,B,LE,2026-09-21,JP,TV
fategrandorderfirstorder,https://alltheanime.com/products/fate-grand-order-first-order-dvd,MVM,Fate/Grand Order: First Order - DVD,1,DVD,,MVD2375,1,,2018-04-16,JP,TV
fatekaleidlinerprismaillya2weiseasons23completecollection,https://www.sentaifilmworks.com/products/816726025155-fate-kaleid-liner-prisma-illya-2wei-seasons-2-and-3-complete-collection-blu-ray,Sentai Filmworks,Fate/Kaleid Liner Prisma Illya 2wei! (Seasons 2 & 3) Complete Collection,1,Blu-ray,816726025155,SFB-FKW210,A,,2022-11-01,JP,TV
fatekaleidlinerprismaillyalichtnamelessgirl,https://www.sentaifilmworks.com/products/816726024356-fatekaleid-liner-prisma-illya-licht-nameless-girl-theatrical-blu-ray,Sentai Filmworks,Fate/kaleid liner PRISMA ILLYA - Licht Nameless Girl,1,Blu-ray,816726024356,SFB-FKL003,A,,2022-10-04,JP,TV
fatekaleidlinerprismaillyaprismaphantasm,https://www.sentaifilmworks.com/products/fatekaleid-liner-prisma-illya-prisma-phantasm-theatrical-blu-ray,Sentai Filmworks,Fate/kaleid liner Prisma Illya: Prisma★Phantasm,1,Blu-ray,,SFB-FKL002,A,,2020-07-14,JP,TV
fatekaleidlinerprismaillyavowinthesnow,https://www.sentaifilmworks.com/products/fatekaleid-liner-prisma-illya-vow-in-the-snow-theatrical-blu-ray,Sentai Filmworks,Fate/kaleid liner Prisma Illya: Vow in the Snow,1,Blu-ray,,SFB-FKL001,A,,2020-07-14,JP,TV
fatestaynightcompletecollection,https://www.sentaifilmworks.com/products/816726027357-fate-stay-night-complete-collection-blu-ray,Sentai Filmworks,Fate/Stay Night Complete Collection,1,Blu-ray,816726027357,SFB-FST110,A,,2023-05-02,JP,TV
fatestaynightheavensfeeliiispringsong,https://alltheanime.com/products/fate-stay-night-heavens-feel-iii-spring-song-blu-ray,MVM,Fate/Stay Night Heaven's Feel III - Spring Song - Blu-ray,1,Blu-ray,,MBR2385,B,,2022-06-20,JP,TV
fatestaynightheavensfeeliilostbutterfly,https://alltheanime.com/products/fate-stay-night-heavens-feel-ii-lost-butterfly-blu-ray,MVM,Fate/Stay Night Heaven's Feel II - Lost Butterfly - Blu-ray,1,Blu-ray,,MBR2384,B,,2020-09-07,JP,TV
fatestaynightheavensfeelipresageflower,https://alltheanime.com/products/fate-stay-night-heavens-feel-i-presage-flower-blu-ray,MVM,Fate/Stay Night Heaven's Feel I - Presage Flower - Blu-ray,1,Blu-ray,,MBR2383,B,,2019-07-01,JP,TV
fatestaynighttvseriescollection,https://alltheanime.com/products/fate-stay-night-tv-series-collection-blu-ray,MVM,Fate/Stay Night TV Series Collection - Blu-ray,1,Blu-ray,,MBR7017,B,,2016-08-22,JP,TV
fatestaynightunlimitedbladeworks,https://www.sentaifilmworks.com/products/816726028262-fatestay-night-unlimited-blade-works-blu-ray,Sentai Filmworks,Fate/Stay Night Unlimited Blade Works,2,Blu-ray,816726028262,SFBFSN002,A,,2024-07-16,JP,TV
fatestaynightunlimitedbladeworkscompletecollectorsedition,https://alltheanime.com/products/fate-stay-night-unlimited-blade-complete-collectors-edition-blu-ray,MVM,Fate/Stay Night: Unlimited Blade Works Complete Collector's Edition Blu-ray,1,Blu-ray,,MBC7245,B,LE,2021-03-29,JP,TV
fatestaynightunlimitedbladeworkspart1,https://alltheanime.com/products/fate-stay-night-unlimited-bladeworks-part-1-blu-ray,MVM,Fate/Stay Night: Unlimited Bladeworks Part 1 - Blu-ray,1,Blu-ray,,MBR2413,B,,2025-08-04,JP,TV
fatestaynightunlimitedbladeworkspart2,https://alltheanime.com/products/fate-stay-night-unlimited-bladeworks-part-2-blu-ray,MVM,Fate/Stay Night: Unlimited Bladeworks Part 2 - Blu-ray,1,Blu-ray,,MBR2414,B,,2025-08-04,JP,TV
fatezerocompleteseriescollection,https://alltheanime.com/products/fate-zero-complete-series-collection-blu-ray,MVM,Fate/Zero Complete Series Collection - Blu-ray,1,Blu-ray,,MBR7279,B,,2020-08-03,JP,TV
feastofamrita,https://www.sentaifilmworks.com/products/816726026664-feast-of-amrita-theatrical-blu-ray,Sentai Filmworks,Feast of Amrita,1,Blu-ray,816726026664,SFBFOA001,A,,2024-08-27,JP,TV
fireforcecompleteseason1collection,https://alltheanime.com/products/fire-force-complete-season-1-collection-blu-ray,Crunchyroll,Fire Force Complete Season 1 Collection - Blu-ray,1,Blu-ray,,MANB9628,B,,2021-12-13,JP,TV
fireforceseason2part2,https://alltheanime.com/products/fire-force-season-2-part-2-blu-ray-dvd,Crunchyroll,Fire Force Season 2 Part 2 - Blu-ray/DVD,1,Blu-ray,,MANB9626,B,,2021-11-15,JP,TV
fireworksbluraydvd,https://alltheanime.com/products/fireworks-blu-ray-dvd-collectors-edition,Anime Limited,Fireworks - Blu-ray/DVD Collector's Edition,1,Blu-ray,,ANI0354,B,LE,0001-01-01,JP,TV
fistofthenorthstarthelegendofthetruesaviorlegendofkenshiro,https://mediaocd.com/product/fist-of-the-north-star-the-legend-of-the-true-savior-legend-of-kenshiro-blu-ray/,Discotek,Fist of the North Star – The Legend of the True Savior: Legend of Kenshiro,1,Blu-ray,,ES613,,,0001-01-01,JP,TV
fistofthenorthstarthelegendofthetruesaviorlegendofraohchapterofdeathinlovemovie,https://mediaocd.com/product/fist-of-the-north-star-the-legend-of-the-true-savior-legend-of-raoh-chapter-of-death-in-love-movie-blu-ray/,Discotek,Fist of the North Star – The Legend of the True Savior Legend of Raoh: Chapter of Death in Love Movie,1,Blu-ray,,ES553,,,0001-01-01,JP,TV
fistofthenorthstarthelegendsofthetruesaviorlegendofraohchapteroffiercefightingmovie,https://mediaocd.com/product/fist-of-the-north-star-the-legends-of-the-true-savior-legend-of-raoh-chapter-of-fierce-fighting-movie-blu-ray/,Discotek,Fist of the North Star – The Legends of the True Savior – Legend of Raoh: Chapter of Fierce Fighting Movie,1,Blu-ray,,ES596,,,0001-01-01,JP,TV
fistofthenorthstarthelegendsofthetruesaviorlegendofyurialegendoftoki,https://mediaocd.com/product/fist-of-the-north-star-the-legends-of-the-true-savior-legend-of-yuria-legend-of-toki-blu-ray/,Discotek,"Fist of the North Star – The Legends of the True Savior: Legend of Yuria, Legend of Toki",1,Blu-ray,,ES591,,,0001-01-01,JP,TV
fistofthenorthstarthetvseriescompleteseriescollectionsd,https://mediaocd.com/product/fist-of-the-north-star-the-tv-series-complete-series-collection-sd-blu-ray/,Discotek,Fist of the North Star: The TV Series – Complete Series Collection – SD Blu-ray,1,Blu-ray,,ES226,A,,0001-01-01,JP,TV
flameofreccacompletecollectionsd,https://mediaocd.com/product/flame-of-recca-complete-collection-sd-blu-ray/,Discotek,Flame of Recca: Complete Collection – SD Blu-ray,1,Blu-ray,,ES649,A,,0001-01-01,JP,TV
flclcollection,https://alltheanime.com/products/flcl-collection-blu-ray,MVM,FLCL Collection - Blu-ray,1,Blu-ray,,MBR7034,B,,2013-10-21,JP,TV
flipflapperscollection,https://alltheanime.com/products/flip-flappers-collection-dvd,MVM,Flip Flappers Collection - DVD,1,DVD,,MVD7185,2,,2018-07-09,JP,TV
flipflapperscollectorsedition,https://alltheanime.com/products/flip-flappers-collectors-edition-blu-ray,MVM,Flip Flappers Collector's Edition Blu-ray,1,Blu-ray,,MBC7185,B,LE,2018-07-09,JP,TV
flowerandasuracompletecollection,https://www.sentaifilmworks.com/products/816726024271-flower-and-asura-complete-collection-blu-ray,Sentai Filmworks,Flower and Asura Complete Collection,1,Blu-ray,816726024271,SFBFAA100,A,,2025-12-16,JP,TV
flowersofevil,https://alltheanime.com/products/flowers-of-evil-blu-ray,Anime Limited,Flowers of Evil - Blu-ray,1,Blu-ray,,ANI0954,B,,2024-05-13,JP,TV
flowersofevilcompleteseries,https://alltheanime.com/products/flowers-of-evil-complete-series-collectors-edition,Anime Limited,Flowers of Evil Complete Series Collector's Edition,1,Blu-ray,,ANI0953,B,LE,2023-12-18,JP,TV
flowersofevilseason1completecollection,https://www.sentaifilmworks.com/products/flowers-of-evil-season-1-complete-collection-blu-ray,Sentai Filmworks,Flowers of Evil (Season 1) Complete Collection,1,Blu-ray,,SFB-FOE110,A,,2021-12-07,JP,TV
flyingwitch,https://alltheanime.com/products/flying-witch-blu-ray,MVM,Flying Witch - Blu-ray,1,Blu-ray,,MBR7283,B,LE,2024-01-08,JP,TV
flyingwitchcollectorsedition,https://alltheanime.com/products/flying-witch-collectors-edition-blu-ray,MVM,Flying Witch Collector's Edition Blu-ray,1,Blu-ray,,MBC7283,B,LE,2023-10-09,JP,TV
flyingwitchcompletecollection,https://www.sentaifilmworks.com/products/flying-witch-complete-collection-blu-ray-2021,Sentai Filmworks,Flying Witch Complete Collection,1,Blu-ray,,SFB-FLW110,A,,2021-01-05,JP,TV
foodwarscompleteseason1,https://alltheanime.com/products/food-wars-complete-season-1-collectors-edition,Anime Limited,Food Wars! Complete Season 1 Collector's Edition,1,Blu-ray,,ANI0950,B,LE,2023-12-18,JP,TV
foodwarscompleteseason1,https://alltheanime.com/products/food-wars-complete-season-1-blu-ray,Anime Limited,Food Wars! Complete Season 1 - Blu-ray,2,Blu-ray,,ANI0951,B,,2024-05-13,JP,TV
foodwarsseason1completecollection,https://www.sentaifilmworks.com/products/food-wars-complete-collection-blu-ray,Sentai Filmworks,Food Wars! (Season 1) Complete Collection,1,Blu-ray,,SFB-FDW100,A,,2017-08-15,JP,TV
foodwarsseason1limitededition,https://www.sentaifilmworks.com/products/816726021775-food-wars-season-1-limited-edition-steelbook-blu-ray,Sentai Filmworks,Food Wars! (Season 1) Limited Edition,1,Blu-ray,816726021775,SFSFDW100,A,SteelBook,2025-09-16,JP,TV
foodwarsseason2thesecondplatecompletecollection,https://www.sentaifilmworks.com/products/816726027968-food-wars-the-second-plate-complete-collection-blu-ray,Sentai Filmworks,Food Wars! (Season 2) The Second Plate Complete Collection,1,Blu-ray,816726027968,SFBFDW210,A,,2024-05-21,JP,TV
foodwarsseason2thesecondplatelimitededition,https://www.sentaifilmworks.com/products/816726027975-food-wars-season-2-the-second-plate-limited-edition-steelbook-blu-ray,Sentai Filmworks,Food Wars! (Season 2) The Second Plate Limited Edition SteelBook,1,Blu-ray,816726027975,SFSFDW200,A,SteelBook,2026-07-07,JP,TV
foodwarsseason3thethirdplatecompletecollection,https://www.sentaifilmworks.com/products/816726027173-food-wars-season-3-the-third-plate-complete-collection-blu-ray,Sentai Filmworks,Food Wars! (Season 3) The Third Plate Complete Collection,1,Blu-ray,816726027173,SFBFDW310,A,,2026-03-17,JP,TV
foodwarsseason4thefourthplatecompletecollection,https://www.sentaifilmworks.com/products/food-wars-the-fourth-plate-complete-collection-blu-ray,Sentai Filmworks,Food Wars! (Season 4) The Fourth Plate Complete Collection,1,Blu-ray,,SFB-FDW400,A,,2021-02-23,JP,TV
foodwarsseason4thefourthplatepremiumboxset,https://www.sentaifilmworks.com/products/food-wars-the-fourth-plate-premium-box-set-dvd-blu-ray,Sentai Filmworks,Food Wars! (Season 4) The Fourth Plate Premium Box Set,1,Blu-ray,,SFC-FDW400,A,LE,2022-01-11,JP,TV
foodwarsseason5thefifthplatecompletecollection,https://www.sentaifilmworks.com/products/816726022451-food-wars-the-fifth-plate-complete-collection-blu-ray,Sentai Filmworks,Food Wars! (Season 5) The Fifth Plate Complete Collection,1,Blu-ray,816726022451,SFB-FDW500,A,,2022-04-12,JP,TV
foodwarsseason5thefifthplatepremiumboxset,https://www.sentaifilmworks.com/products/816726023663-food-wars-the-fifth-plate-limited-edition-premium-box-set-blu-ray,Sentai Filmworks,Food Wars! (Season 5) The Fifth Plate Premium Box Set,1,Blu-ray,816726023663,SFPFDW500,A,LE,2024-12-10,JP,TV
foodwarsthesecondplatecompleteseason2collection,https://alltheanime.com/products/food-wars-complete-season-2-collection-blu-ray,Crunchyroll,Food Wars! The Second Plate - Complete Season 2 Collection - Blu-ray,1,Blu-ray,,MANB8856,B,,2018-08-13,JP,TV
fortunefavorsladynikuko,https://alltheanime.com/products/fortune-favors-lady-nikuko-blu-ray,Anime Limited,Fortune Favors Lady Nikuko - Blu-ray,1,Blu-ray,,ANI0738,B,,2023-12-11,JP,TV
fortunefavorsladynikukobluray,https://alltheanime.com/products/fortune-favors-lady-nikuko-blu-ray-collectors-edition,Anime Limited,Fortune Favors Lady Nikuko - Blu-ray Collector's Edition,1,Blu-ray,,ANI0721,B,LE,2023-07-24,JP,TV
fragtime,https://www.sentaifilmworks.com/products/fragtime-theatrical-blu-ray,Sentai Filmworks,Fragtime,1,Blu-ray,,SFB-FRG001,A,,2020-08-18,JP,TV
